player_id,frames_seen,team,total_distance_m,avg_speed_kmh,max_speed_kmh,avg_accel_ms2,touches,high_intensity,jog,sprint,walk/stand,possession_time_s,passes_made,passes_received,turnovers_won,turnovers_lost,sprint_count
766,89,0,67.05346515402198,68.57740754388611,417.3759698867798,-7.32474320102483,0.0,67.03127821162343,66.57452629506588,65.72064563632011,67.05346515402198,0.0,0,0,0,0,2
774,83,1,24.241105645895004,26.606091562567688,71.62386953830719,-0.4816598190767009,0.0,19.881810799241062,23.44063237309456,24.241105645895004,23.531406581401825,0.0,0,0,0,0,4
786,71,0,40.57426004856825,52.16690577673061,228.5626602172852,-1.858958907957588,0.0,40.47416834533215,40.27215932309628,39.38510446250439,40.57426004856825,0.0,0,0,0,0,2
798,59,0,15.47439832612872,24.01199740261353,74.4864410161972,-5.311583778981505,0.0,12.42987073585391,15.139686178416014,15.47439832612872,14.964782577008007,0.0,0,0,0,0,2
799,9,1,10.290264576673508,115.76547648757696,245.17199277877808,-3.3345073461532597,0.0,0.0,0.0,10.290264576673508,,0.0,0,0,0,0,1
802,3,0,1.505470871925354,67.74618923664093,70.51884770393372,-19.254572689533237,0.0,0.0,0.0,1.505470871925354,,0.0,0,0,0,0,0
806,44,1,12.966787171550097,27.139787103244384,92.41995334625244,4.641162014977876,0.0,10.15518542844802,10.679611262865365,12.966787171550097,10.78588153142482,0.0,0,0,0,0,1
807,28,0,20.50479881465435,68.34932938218117,260.40706872940063,6.8278493428671805,0.0,3.163602113723755,8.995186936110258,20.50479881465435,16.948556408286095,0.0,0,0,0,0,1
815,19,1,4.196546968072653,20.982734840363264,76.31309509277344,-14.766765396214192,0.0,4.071636501699686,4.196546968072653,3.848234329372645,3.128918144851923,0.0,0,0,0,0,0
819,28,0,8.117866404354572,27.059554681181908,94.15679097175598,0.3553209481415925,0.0,6.748887725174427,6.4000563621521,8.117866404354572,6.479973830282688,0.0,0,0,0,0,1
821,27,1,6.86882396787405,23.77669835033325,64.18961226940155,-3.992991092113348,0.0,6.348333038389683,6.86882396787405,6.088792063295841,0.5709568038582802,0.0,0,0,0,0,0
823,19,1,4.0415491461753845,20.207745730876923,64.41195130348206,-18.440904354469644,0.0,3.984141690656543,1.8155427873134613,3.4890052434057,4.0415491461753845,0.0,0,0,0,0,0
827,17,1,4.104237336665392,23.08633501874283,67.23550200462341,18.292516469955444,0.0,1.4402071796357632,1.853071141988039,4.104237336665392,1.0614136792719364,0.0,0,0,0,0,0
837,2,1,0.1816185712814331,16.34567141532898,16.34567141532898,0.0,0.0,0.0,0.1816185712814331,0.0,,0.0,0,0,0,0,0
853,35,0,1.919931820128113,5.082172465045005,13.59227254986763,2.0507655298227774,0.0,0.0,1.919931820128113,0.0,1.6408276767469945,0.0,0,0,0,0,0
854,35,0,7.251023596152663,19.193885989815872,225.7910370826721,6.271500811528633,0.0,0.0,1.0889573376625776,7.251023596152663,1.5665532108396292,0.0,0,0,0,0,1
855,30,0,4.560559650883079,14.15346098549921,103.16373467445374,23.091781466942408,0.0,0.7295938143506646,1.4009763272479177,4.560559650883079,2.3474639859050512,0.0,0,0,0,0,0
860,2,0,0.3337745666503906,30.03971099853516,30.03971099853516,0.0,0.0,0.0,0.0,0.3337745666503906,,0.0,0,0,0,0,0
920,2,0,2.0629336833953857,185.66403150558472,185.66403150558472,0.0,0.0,0.0,0.0,2.0629336833953857,,0.0,0,0,0,0,0
923,2,0,0.0719021558761596,6.47119402885437,6.47119402885437,0.0,0.0,0.0,0.0,0.0,0.0719021558761596,0.0,0,0,0,0,0
944,1,1,,,,,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0
967,7,0,8.0385080575943,120.57762086391448,184.3530535697937,39.456747472286224,0.0,0.0,0.0,8.0385080575943,,0.0,0,0,0,0,1
